DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
396	__label1__	4	Y	Toys	B000068CKY	Melissa & Doug 100-Piece Wood Blocks Set	Nice wood blocks	Nice wood blocks, but smaller than I thought they would be. My Son loves to stack & build with them tho.
397	__label1__	4	N	Beauty	B000C1ZDTU	Lovely by Sarah Jessica Parker for Women, Eau de Parfum, 3.4-Ounce Spray Bottle	Beautiful Scent! But.	The scent is amazing if you use just the right amount. The only problem is that for it to last all day when I'm at work I have to really spray a lot of it on and it's too much for a couple of hours but after I get to work the scent will taper off.<br /><br />I work in an office environment and the first day I wore it like 100 people asked me about it which is nice, but I could tell it was strong. I guess other brands are kind of the same but I think this one is like that because of the way its made and the scent even though it is amazing!
398	__label1__	4	Y	Wireless	B00BVRYB5Q	LUVVITT® CRISTAL Hard Shell Anti-Scratch Transparent Case for Samsung Galaxy S4 SIV S IV (LIFETIME WARRANTY | Retail Packaging) - Crystal Clear	Good case	Worth the extra few bucks because it's really good quality. The cutouts are neat and the case fits the S4 well. I only wish it came with a screen protector.
399	__label1__	1	N	Automotive	B0002JM9NU	Carrand 94102 Car Wash Bucket, 3 Gallon Capacity	it broke	The parts anchoring the handles broke the first time I use this bucket and now I'm looking at something that I wouldn't trust to clean anything with. Next time, I'm spending a little more on a bucket that can give me better service.
400	__label1__	4	N	Books	0316666343	The Lovely Bones	Touching	What a wonderful book. Sensitively written about a very sad topic. Yet the author succeeded in not making the book sad, but a wonderful depiction of a family's grief and growth. I can't believe I waited so long to read this. I will definitely read it again.
401	__label1__	4	N	Camera	B004LB4SAM	GE Power Pro X500-BK 16 MP with 15 x Optical Zoom Digital Camera, Black (OLD MODEL)	It takes great pictures	I really enjoy this camera, I take it where ever I go, it takes great pictures. And I make all my videos for my business with it. The only problem I just began to have is the battery life is not lasting like it did at the beginning, so what I am doing is constantly changing the brand of batteries to use.
402	__label1__	4	Y	Wireless	B00LH0Y3NM	Note 3 Battery : Stalion Strength Replacement 3200mAh Li-Ion Battery for Samsung Galaxy Note 3 [24-Month Warranty] with NFC Chip + Google Wallet Capable	OK	Seems to perform just ok, it's a battery. Came packed well, easy to put in my Note 3, doesn't look used..it's a smidge more than batteries that say their OEM, but besides the label, there doesn't seem to be a difference.
403	__label1__	3	Y	Beauty	B00UJU2AIG	Premium Hair Sponge / Brush For Dreads & Afros, Coils & Magic Twists by Cherir	Met my expectations.	I always wanted dreads and this IS the thing you might wanna use to get them. Really easy to use, just apply your regular hair gel on the sponge and just twist em away! Really easy to use and works beautifully. Getting dreads have never been easier. I really do recommend this!
404	__label1__	4	N	Books	0989334007	Exposed in Boston	Unusual cast of characters. Fun read.	I saw Exposed in Boston, face out, at The Harvard Bookstore in Cambridge. Vibrant front cover, interesting premise on back cover. An unusual cast of characters, a little over the top, which is why I liked it as much as I did. A really fun read.
405	__label1__	4	N	Office Products	B0071BJNEK	Universal Mesh Three-Tier Organizer, Black (20007)	This organizer works great in an office setting or at home	This organizer works great in an office setting or at home. The organizer is durable, not too heavy, and can be used standing upright or laying on its side.
406	__label1__	2	N	Home Improvement	B00004Z4DU	ScotchBlue Painter's Tape, Multi-Use, 1.88-Inch by 60-Yard, 1 Roll	Easy to put on	Easy to put on, yes. But it's really hard to take it off once you're done with painting whatever it is that you were painting. Also, this taped doesn't stick well into uneven surfaces and especially wood.
407	__label1__	1	Y	Beauty	B00IP42FBA	InstaNatural Organic Rosehip Seed Oil - 100% Pure & Unrefined Virgin Oil - Natural Moisturizer for Face, Skin, Hair, Stretch Marks, Scars, Wrinkles & Fine Lines - Omega 6, Vitamin A & C - 4 Oz	No good	SMells really bad! Almost like rancid and old underwear.<br /><br />Do not purchase this. I can't tell if it is good on my skin or not because I can't bear the smell to even use it.
408	__label1__	4	N	Kitchen	B001KADGMI	BlenderBottle Classic Shaker Bottle, 28-ounce, Clear/Black	Handy little shaker	I bought one of these a while back and even got one more for my oldest son. Really handy to have when you want to mix up a quick fix instead of stopping for fast food. Mine discolored a bit inside but that's more cosmetic than anything.
409	__label1__	1	Y	Outdoors	B00PFQ1COC	Antishock Trekking Poles, Outdoor Sports Hiking Walking Stick Adjustable Trekking Trail Poles -Ultralight Aviation Aluminum, Foam Folding,Telescopic Curved Handle(One Pair Blue)	Not just bad, they are BAD	I knew these wouldnt be that great but I didnt think they would be THIS bad! they feel SO cheap, are WAY heavier than they should be, lost both tips the first time out, the compasses dont work and the locking mechanisms dont stay lock so you have to keep tightening them throughout your hike. What a waste.
410	__label1__	4	N	Lawn and Garden	B000JHZ2H0	Kem-Tek 099 3-Inch Chlorinating Tablets for Pool and Spa, 3-Pound	Could not be easier	Using this product could not be easier in keeping our pool clean, which is particularly important since my grandkids often come over during summer.
411	__label1__	1	Y	Health & Personal Care	B00C0UKA62	Viva Labs Non-GMO Turmeric Curcumin C3®, 500 mg, 120 Vegetarian Capsules, Includes BioPerine® to be 2,000% More Bioavailable	FAKE REVIEWS! Read this first!	I will not buy Viva labs again. They offer to donate $10 to a charity to leave a review. WHAT???<br />How does that create honest product reviews??? How do we know they actually do that? That is just sketch. Any company that did this, I just had to look further into. Check out their Krill Oil product reviews, other customers had similar complaints about fake reviews.<br /><br />SO LOOK AT ALL FAKE THE 5-STAR REVIEWS! Why have these customers only reviewed Viva Labs products, or sometimes nothing else. It's a little bit weird when you start to look at it. The easy answer is the reviews for charity donation bribe.<br /><br />Started to look into the company. Another reviewer pointed out that they were a Kentucky corporation but were foreign owned. It is easy enough to do a google search, so I did one but I did not find a facility. I only saw the generic office park. This is some sort of shell company or something? Even more strange. Where is their location at? Where do they make this stuff and where does it come from?<br /><br />Too many weird occurances for me to put it into my body.
412	__label1__	3	N	Books	0983624534	Hell	Filthy Language	The author of "Hell" seems to recognize the need for tradition if the Bible is to have any meaning at all. Think how someone entirely unfamiliar with Judaism, Christianity and the Bible would react if he read the Bible without any guidance, for the first time, in a set of unbound pages. He likely wouldn't see in it any order or unity as a book.<br /><br />In "How to Stop Believing in Hell" (on the Kindle list) the narrator describes his life and slow release from spiritual terror without reliance on any religion other than the one he is abandoning. He rejects all the usual doctrines: the existence of the will, morality, the infallibility of any book or person, immortality, the existence of the soul, eternity, Heaven, Purgatory, Armageddon, and Divine judgement. Only then does he find the love of his Creator and cease to fear Hell. It's exciting reading and can be found on Kindle's list.
413	__label1__	4	N	Camera	B000053HH5	Canon EF 70-200mm f/4L USM Telephoto Zoom Lens for Canon SLR Cameras	Better range in cropped sensor bodies	I personally chose the f4 version of this range because it's cheaper and it's and L lens which means the optics used are way more better and you can achieve crispier photos.<br /><br />I have a Canon Eos 7d., which is a good body for this range because given the 1.6x crop of it's sensor the equivalent range of this lens is 112-320mm 2.8. It's a perfect lens for bird photography and candid photos.<br /><br />The aperture for me is not an issue because you can still produce a BOKEH when in f4.. not much but its okay.. I also tried the 70-200 f2.8 and it's way more better. It's a good telephoto lens for the price..
414	__label1__	1	N	Beauty	B00V96B65W	ULTIMATE BODY BUTTOCKS UP WRAPS, slimming contouring body applicators, it works for Butt Enhancement, Anti cellulite. 4 pairs (8 PATCHES)	Don't waste your money!	Didn't work for me! Not even a little bit! Someone told me about another body slimming wrap so I decided to try it out. I didn't think it would do anything but to my surprise it really worked! I use them frequently now! I got them at [...]  Hope this helps
415	__label1__	1	N	Beauty	B00LOP5H76	Best Cellulite Cream with Caffeine and Retinol- Premium Spa Quality with Clinically Proven Ingredients-USA Made 4 Oz-Unconditional Money Back Guarantee	It doesn't seem to be working for me	This product company say it that it is a very good cream. But it didn't work properly. I just hate it.
416	__label1__	2	N	Pet Products	B005Z6UL1M	Capstar Flea Tablets for Dogs and Cats, 6 Count, 2-25 lbs, Blue	Capstar Flea Treatment Dog (Blue), 2-25 lbs,	Didn't work on either of my schnauzers. Not even a little. We won't be buying from this company ever again!
417	__label1__	1	N	Toys	B00SH3MU0U	UDI U818A WiFi FPV RC Quadcopter Drone with HD Camera RTF - VR Headset Compatible - Headless Mode, Low Voltage Alarm, Gravity Induction - Includes BONUS BATTERY + Power Bank (Quadruples Flying Time) - FAA Registration NOT Required	manufacturer needs to go back to the drawing board on this one	I've had a previous version of this and it plays so much better. the only thing this has over the u818a was that the camera is better, but not 30 dollars better.
